asin,text,title,Verified,location_and_date,stars
B0CRDCXRK2,"Replaced a 2021 Asus TUF F15 core i7-11320h RTX 3070 (my kid's school laptop)Pluses:Got it when it was $1399Upgrades to 32GB DDR5 4800 1.1v CL34 (XMP 3.0) GSkill with no issuesIt's been stable so far. No crashes.Upgraded SSD to 2TB with no issues. (used Acronis to clone SSD contents)Advanced Optimus with GSync works. It has a MUX switch (restart needed) but it seems that there's no need to use it. Performance difference between Ultimate (MUX) and Standard (advanced optimus) mode is negligible.Relatively quiet (compared to my Alienware X17)Decent battery life when not gaming (5 to 6 hours web / video use)Has a webcam (720p) although it seems to be not Windows Hello compatible.Decent CPU performance for the price (14 core / 20 thread / 24MB L3 cache / 4.9Ghz)Minuses:My unit never reaches the rated 140w TGP of the 4060. It maxed out at 87w in standard mode under stress test (Furmark). For stability testing, it reached 111w with Afterburner overclocking (plus 267mhz core 367 mem). Max temp was low to mid 70s c. I think I will keep stock settings because it's primary use is going to be film/media school work for my child (Blender, Adobe Premiere, and other content creation stuff etc)Wanted to upgrade to 64Gb memory but website specs says 32Gb is the maximum supported.Edited (updated): changed my review to 5 stars. Finally able to get the GPU to utilize 140w (and a lil bit more) without manual OC (used Turbo mode). Turned on Extreme Burn in and Post FX in Furnark (artificial GPU stress testing tool)",Decent Mid Range,True,"Reviewed in the United States on December 9, 2023",5.0 out of 5 stars
B0CRDCXRK2,"It started doing what it was supposed to and not even a year later the batter completely died. Won’t charge, won’t come on at all. So disappointed.",Started off great but,True,"Reviewed in the United States on December 9, 2023",3.0 out of 5 stars
B0CRDCXRK2,"initially, I was impressed by the design of the laptop then almost instantly started noticing problems with the screen where some parts of the screen became black for a second then it went away and it wasn't a big deal then 3 months later out of nowhere the screen had lines all over it and gets worse over time to the point I can't read the screen I just bought a monitor to keep using it.The second thing was the audio where the volume went up and down even after I tried every solution possible and contacted the support and still the same problem and one of the speakers was not even working.The last thing, shipping which was the worst part, I had to make phone calls every day to UPS for them to deliver my laptop when the laptop was already in my country MOROCCO and it took UPS almost a month to deliver my parcel I think Amazon should stop using UPS for shipping parcels to Morocco, DHL is so much better.I still believe it is a good laptop very powerful and the design is very nice and you can play any game on it but it has many issues that Asus need to fix I think a better alternative is Legion 5 pro at the same price range but I haven't tried it yet",one speaker is not working and screen issues after 3 months of use,True,"Reviewed in the United States on December 9, 2023",2.0 out of 5 stars
B0CRDCXRK2,"The laptop worked fine for the first couple of weeks but then it started suddenly overheating, asus has been having crappy cooling solutions as this is my second time purchasing this exact model. I’m pretty sure it’s with the Liquid Metal not being applied correctly by the machines",It’s an alright laptop,True,"Reviewed in the United States on April 21, 2024",3.0 out of 5 stars
B0CRDCXRK2,I have had this lap top since October and I don't have any complaints! The graphics are amazing! I play Red Dead Redemption 2 and the graphics are so beautiful on this thing. It has no problem running the games I like to play.  I also love the lights lol,I love this thing!,True,"Reviewed in the United States on April 21, 2024",5.0 out of 5 stars
B0CRDCXRK2,"Considero que comprando desde Chile, actualmente esta podría ser la mejor compra de laptop calidad precio, debido a que en chile, laptops con estas características de ultima generación, se encuentran muy pocas o a un precio más elevado a comparación con lo que encontré en Amazon.Esta laptop ademas tiene un rendimiento excelente ya que tiene componentes de ultima generación, sin mencionar la excelente calidad de la pantalla y los materiales de construcción de esta laptop.Y por ultimo me gustaría mencionar el rápido despacho de la laptop, la cual demoró 8 días en llegar desde que hice el pedido.Datos importantes: El cargador que viene en la caja es con enchufe americano, sin embargo puedes comprar un adaptador y enchufarlo a la corriente en Chile sin problema, ademas este tiene un costo muy asequible.El teclado de la laptop es en ingles, así que recomiendo a la hora de configurarlo en el primer encendido, elegir la distribución de teclado en ingles internacional, así los atajos señalados en las teclas serán las mismos que se presentaran en pantalla, esto lo señalo ya que yo al momento de configurarlo, elegí la distribución en español, y los atajos no son los mismos que se presentan en el teclado.",Excelente laptop calidad precio,True,"Reviewed in the United States on April 21, 2024",5.0 out of 5 stars
B0CRDCXRK2,Muy buena laptop en especial para su precio me llegó muy bien lo malo es que el material del que está echo hacé que sea fácil dejar tus huellas dactilares y es difícil d quitarlas pero de allí muy buen producto,Recomendable,True,"Reviewed in the United States on April 21, 2024",4.0 out of 5 stars
B0CRDCXRK2,"Great laptop for the two weeks I have had it, but as I was shutting it down last night the power supply shorted out with very loud frying noises. Currently waiting on the warranty department to contact me backMine is the 2024 model",Great laptop but,True,"Reviewed in the United States on April 21, 2024",3.0 out of 5 stars
B0CRDCXRK2,its good,heavy weight,True,"Reviewed in the United States on April 21, 2024",5.0 out of 5 stars
B0CRDCXRK2,"First the next day delivery didn’t happen and it was 8pm the following day when this arrived. Outer box and inner ASUS box and packaging were fine. However the display cable or connection to the system board gave me the screen pictured. It powers up and the opening audio plays perfectly but that’s all I can say. A complete weekend wasted waiting on a new unusable laptop. Very frustrating and becoming more common with Amazon. They just don’t care anymore. I now have to wait up to 30 days for a refund before I can order a new laptop. I may venture out to brick and mortar stores and I’m leaning toward not renewing Prime. It’s gonna go up in price again and continues to go down in value. The laptop looks and feels nice but it’s useless without a functioning display out of box. Once upon a time, quality control was a thing, but it’s being phased out to save money and shove products out.",Display failure out of box,True,"Reviewed in the United States on April 21, 2024",3.0 out of 5 stars
B0CRDCXRK2,"I initially left a brutally scathing albeit polite review of this product, because on the initial startup it failed to operate correctly and was overall a terrible device. After a hard reset and a week of usage, I am happy to report that it is not only beautiful, but powerful. This laptop can run ANY AAA game on its own, with stunning graphics and amazing framerate. It even recieves my crappy wifi better, so games that used to give me ~180 ping now settle down to a clean 40. When hooked up to an eGPU, it maintains the straight of performance but can run silently as well. I am glad the reset gave me full functionality of this device, it is truly a remarkable piece of technology.",Updated: Initial despair lead to overwhelming amazement,True,"Reviewed in the United States on April 21, 2024",5.0 out of 5 stars
B0CRDCXRK2,"It was fast and ran stuff like Star Field on max at 35-40 fps. Ran everything I threw at it and even connected with the Meta Quest 2 for some cool VR stuff.The bad was that I returned it for 2 reasons. It ran very very hot! Maybe something was defective on mine because even with the fans on JET Engine manual mode the processor was still reaching dangerous levels. You also don't want this laptop on you lap guys if you ever want kids. The other issue was the keyboard. While it was really cool and blinky colors, you can't see the letters on the keys. The light basically bleeds through the entire key not just the letters. Not a issue for the people that don't need to see them, but at night I had to use a external keyboard.My issue with the processor heat may be within ""spec"" but I know heat kills electronics and the more heat, the lower the life cycle. Like I said... it was blazing fast and never melted down but I would strongly suggest a cooling pad.",Can't see the keys!,True,"Reviewed in the United States on April 21, 2024",3.0 out of 5 stars
B0CRDCXRK2,"I received the laptop around january and all was going well, i loved the laptop. There were minor bugs but nothing worth wanting to return the laptop. I downloaded Nvidia Control Panel to customize the integrated settings the computer has set automatically. The laptop for its specs was running poorly to the point i had to set all settings to performance and even then it didn’t feel like a 4060. The laptop’s performance varied from day to day and i scoured the internet to find out why. When the laptops return date closed the laptop started performing horribly. I’m talking random spikes of fps from 300 to 60 to 40. Constant stuttering and the wifi getting worse. The laptop is fine for anything but gaming and i feel that’s pretty ironic. I did buy it for gaming hence it is a gaming laptop. I’m trying to figure out what i can do to get another of the same model because this model gave out on me and this was NOT advertised in any video i watched regarding the laptop or reviews i’ve seen. I expected to get the best i mean 4060 13th Gen i7-13650HX… 16 GB of ram there is no excuses for bad performance. I honestly want to hope i just got a bad model because i spend a lot of money just for this to be a great laptop to a disappointing one. I also payed 200$ for a 4 year warranty but the company is making it really hard for me to contact them.",From Good to Terrible,True,"Reviewed in the United States on April 21, 2024",2.0 out of 5 stars
B0CRDCXRK2,"Minus one star because it was stuck in this shipping loop for like 2 1/2 weeks and I was getting no response as the status. Delivery date was moved further and further back.Anyways, I'm a 3D artist and do lots of rendering and processing as well as play games, and this computer works awesome. It's fast and responsive. Beautiful display and rgb colors. I have had no issues and use it daily. Power cord input is in a strange spot, but no complaints otherwise.",Awesome laptop,True,"Reviewed in the United States on October 2, 2023",4.0 out of 5 stars
B0CRDCXRK2,"Better than I expected and bought it for $1,390. I chose between several brands and studied competitors for about 2 weeks.Many competitors had up to $1,500, had a poor quality of the screen, the case, or they did not turn on at all.Judging by the reviews, a large number of defective models were commonplace on 4060 and 4070 video cards.As for this model, the pros:The laptop turns on without defects!I was looking for intel i7 13 xxx and rtx 4060/4070 graphics card.Decent performance, excellent build quality.The screen is good, nvidia g-sync, 165hz, pantone + dolby vision certified (without standard HDR)The sound from the speakers is normal with dolby atmos.The keyboard is gorgeous with backlight in several zones and is pressed pleasantly.There is a MUX switch.The metal cover of the laptop.Quiet and cold compared to other laptops in this price category.Disadvantages:Inconvenient USB-A on the right side if you are right-handed and you have a wired mouse. (I bought a USB-C to USB-A adapter)Inconvenient charging port on the left side in the center (the wire is heated by the cooling system).The screen is 8 bits (without standard HDR).The absence of the numpad that is on the images.Overall, I am very satisfied, the rating for this price (under 1500$) is 10/10.",High quality and without defects.,True,"Reviewed in the United States on October 2, 2023",5.0 out of 5 stars
B0CRDCXRK2,"Finally upgraded from an older RoG Laptop with a GeForce 1060. Now with a 4060 everything is so fast and fluid in 60 fps, and I’m loving it. Laptop also has a second SSD M.2 slot available in case you wanna expand your internal memory. Definitely recommend this one if you’re short in budget!",Great Laptop with Excellent Performance,True,"Reviewed in the United States on October 2, 2023",5.0 out of 5 stars
B0CRDCXRK2,Didn't want to buy at first cause I thought the 4060 wouldn't be powerful enough but man it runs all my games at max settings no problem. The fans arent even loud while gaming to me it seems really quite with great temps. The only bad thing is mine came with 512gb I will be buying a 4TB ssd later on next year for it. For right now I'm using an external SSD 2tb works very well. I don't think this laptop is heavy as people claim. It's a gaming laptop of course it's going to weigh a bit. If you need a laptop for on the go gaming this is it. I'm very happy with it.,Great laptop,True,"Reviewed in the United States on October 2, 2023",5.0 out of 5 stars
B0CRDCXRK2,"Everything is great, just hope you have 1TB version.",A suggestions,True,"Reviewed in the United States on October 2, 2023",4.0 out of 5 stars
B0CRDCXRK2,Upgrading laptop is not easy and I am a retired computer specialist who used to build PCs,Durable laptop,True,"Reviewed in the United States on October 2, 2023",4.0 out of 5 stars
B0CRDCXRK2,"The screen is the downfall of this computer and doesn’t even justify the price during intel gamer days. Asus claims 300 nits, but this hardly seemed like 250 nits. The rest of the computer is fine but since you buy a laptop for the portability which means you need to use the screeen, this computer fails. Other brands like HP and Lenovo advertise 300 nits or 350 nits in similar priced computers and their screens are usually even brighter than their specifications.The returning of this computer has higlighted how poor of an experience it is. It was purchased and shipped from 1st party, UPS had it retuned but even now my account says “return started, we are waiting for you to send it” after several chats and calls this can not be resolved. I dare anyone to try and get past the AI chat, ha! Never again knowing this return lack or process will I purchase any item of value from here. I will stick to big stores that I can return in person.","Very dim screen, poor return experience",True,"Reviewed in the United States on October 2, 2023",3.0 out of 5 stars
B0CRDCXRK2,"I bought this laptop for long work trips where I would have no internet connectivity. Initially I bought the steamdeck from valve. Although I am sure the steamdeck is great for someone people, it just did not have the muscle I needed to play games (I know these two products are massively different price points). This laptop has been great to have as a gaming experience I can rely on! Rocket League is super smooth with two people playing (sorry that is the best benchmark I have)! Would recommend!Pros- Solid gaming experience- Fast boot time- Good value- Thermal system seems to do a good job managing tempsCons:- I am not obsessed with windows 11, and unfortunately it comes pre installed- The mouse pad frequently doesn't know if I want to left click or right click. This could be user error, but it definitely is better to use a mouse when navigating the desktop",Great gaming laptop on the go!,True,"Reviewed in the United States on October 2, 2023",5.0 out of 5 stars
B0CRDCXRK2,"Me encanta la laptop, no tenia mucha esperanza, pero corre veloz, los juegos que me gustan lo corre normal sin lag.",Recomendado,True,"Reviewed in the United States on October 2, 2023",5.0 out of 5 stars
B0CRDCXRK2,"Llegó en excelente estado y hasta el momento, no ha presentado ningún problema. El rendimiento en general es impresionante, ya que logra ejecutar sin dificultades todos los juegos que he probado. Sin embargo, es importante señalar que, en juegos más exigentes, se ha observado un ligero aumento en la temperatura, lo cual se soluciona fácilmente activando el modo turbo. Aparte de este detalle, el equipo cumple de manera excepcional para tareas de edición y brinda un rendimiento destacado en todos los juegos. En resumen, una compra altamente satisfactoria.",Excepcional Rendimiento,True,"Reviewed in the United States on October 2, 2023",5.0 out of 5 stars
B0CRDCXRK2,"Tenia un asus tuf FX517ZC 2022 y no pensé que el cambio fuera tan radical, es una de las mejores inversiones que he realizado, 100% recomendado, ahora quiero mencionar todo lo positivo y por lo cual seleccione el ASUS ROG G16 2023, y sus diferentes características que voy a describir, -- 1. en juego la temperatura se mantiene bastante estable y el adaptador no se calienta sus ventiladores no se vuelven molestos -- 2. Calidad de sonido cambia mucho y se siente totalmente diferente mas envolvente -- 3. Sus 165hz hacen vivir una experiencia visual mas agradable -- 4. Sus teclas RGB hacen un cambio genial en la experiencia de usuario. -- 5. Su tarjeta 4060 hace que corran con una excelente calidad grafica los juegos que pude probar, y el procesador no supero el 60% de uso, cabe aclarar que esto es mi experiencia personal cambiando de TUF a ROG que me parece muy grande. No duden en hacer el upgrade cuando puedan.",Excelente compra,True,"Reviewed in the United States on July 5, 2023",5.0 out of 5 stars
B0CRDCXRK2,1 Very small display listing got me i should have researched. 2 HDMI out has low support will not use the GPU on many monitors. 3 Windows 11 just a bad OP i didn't know how bad. I would not recommend and regret not returning it i tried giving it a chance  many better options out there 1+ it dose run well just runs to hot size is to small for good air flow,Read the fine print,True,"Reviewed in the United States on July 5, 2023",2.0 out of 5 stars
B0CRDCXRK2,Great gaming laptopSound system is amazingHigh manufacture quality,High manufacture quality,True,"Reviewed in the United States on July 5, 2023",4.0 out of 5 stars
B0CRDCXRK2,"Lo compré para envío en Colombia, aquí hubiese costado el doble, lo recibí hace 2 días y ya me encanta. Es buenísimo y con todas las especificaciones que promete.",Excelente,True,"Reviewed in the United States on July 5, 2023",5.0 out of 5 stars
B0CRDCXRK2,"This is a great laptop for work and for gaming for the price, I would recommend this laptop. I get 120+ FPS on warzone and can play pretty much every game I throw at it.",Amazing Laptop for work and play!,True,"Reviewed in the United States on July 5, 2023",5.0 out of 5 stars
B0CRDCXRK2,"The product arrived with a defect - understandable, as quality issues sometimes happen. The pc made a periodic buzzing sound that drove me crazy. I sent it in for a warranty repair and it was shipped back to me without the issue being fixed! When I called to inquire about it, the operator was unintelligible and simply started a new warranty request rather than pull up any information from the old one.Good product, bad support/repair system. Shame, since I have been such a fan of ASUS products in the past.",Customer support was terrible.,True,"Reviewed in the United States on July 5, 2023",3.0 out of 5 stars
B0CRDCXRK2,My son’s Papa bought him a laptop & he's in gaming heaven.  My 10-year-old son said “It doesn't overheat when I'm playing all day & it's “high-tech & works really well for the games I play”.,Gaming at its best,True,"Reviewed in the United States on July 5, 2023",5.0 out of 5 stars
B0CRDCXRK2,"I have been in the market for a new PC/laptop for years. My older laptop has been on its last leg for some time and finally gave up on me. After spending hours, and days searching for a replacement that met my needs, the ASUS ROG Strix G16 (2023) Gaming Laptop was the one. I was able to upgrade some parts at a cheap price after I received it.I'm happy!",I'm Happy,True,"Reviewed in the United States on July 5, 2023",5.0 out of 5 stars
B0CRDCXRK2,"En general es muy buen artículo, cumple con las especificaciones y es muy rápido, me ha podido correr juegos pesados como cyberpunk, Red Dead redemption, entre otros, pero las temperaturas en ambientes normales no bajan de 50 - 60 grados, y en el perfil ""turbo"" oscilan entre 80 a 90, los tres ventiladores no ayudan de mucho, sin embargo esto es causado por el procesador, en si la laptop es muy buena, recomendada.",Buen producto aunque las temperaturas son altas,True,"Reviewed in the United States on July 5, 2023",4.0 out of 5 stars
B0CRDCXRK2,"bought this laptop a month ago and wanna share my experienceAdvantages:great 165 hz screen, feels like I'm using OLED displaygood components for the price, run all games I want on ultra settings (battlefront 2, hitmam 3, fifa 23, witcher 3, apex legends etc.) DLSS works perfectly finebig and good touch screensolid 720p web cam, perfect for zoom meetingsasus app with huge possibilities, you can change almost everythingbacklight keyboard, feels good when I use it5 programmable keys, you can set any commandmux switchyou can add 2nd ssd and update ramdisadvantages:cpu sometimes reaches 90 degrees celcius while gaming (100% loaded), heavy games runs at 83-86 at average, idk if it is too hot, but yeahonly 2 usb a portsno num lock keyoverall very good laptop, I highly recommend",very good laptop for the price,True,"Reviewed in the United States on July 5, 2023",5.0 out of 5 stars
B0CRDCXRK2,"Hi, this is my first time to purchase a laptop here and I'm happy to share my comment after using this laptop. I had bought Asus ROG Strix G16 with 16GB ram and 512 GB SSD. When I used it firstly, the file explorer frozen after I tried to open a folder which contains a lot of data from my previous laptop.Hence I purchased 64GB ram kit and 4TB SSD from Amazon and install them to my new laptop.And, everything fine :)",This is a great laptop after updating hardware.,True,"Reviewed in the United States on December 6, 2023",5.0 out of 5 stars
B0CRDCXRK2,"I have been building and gaming on PC's for 15 years, and while it's been awhile since I've needed a laptop, I am extremely impressed by this device.  It handles any gaming and video rendering I've thrown at it with impressive quality and speed.  I would say it performs similar to a lower 30 series desktop build.I've just gotten it, so things may change... but I am extremely happy with this purchase.  I paid $1338 and am still blown away by that value, the monitor isn't anything crazy but it's impressive.It's not the best gaming laptop, but anyone should be happy to receive this. It might be one of the best dollar values. It plays every game at high FPS and settings.",Good value & gaming performance,True,"Reviewed in the United States on December 6, 2023",5.0 out of 5 stars
B0CRDCXRK2,If you are looking for a gaming laptop this laptop is for you,The best laptop in the world,True,"Reviewed in the United States on December 6, 2023",5.0 out of 5 stars
B0CRDCXRK2,"Works perfectly. Touchpad is the great one, in comparison with other laptops, even non gaming ones.Screen color depth is great, also you can change colors settings, its very easy.Call of Duty Warzone, Battlefield 5, Warhammer 3, FIFA 23, all of this games tested by me on ultra settings, and all of them could not load the CPU more than 50-60%, however the GPU works on 90-99%.The temperate are about 70-80C on Turbo modeThe only thing, that looks ""not good"" or could be better for me, is that when you opens the application, which need your RTX GPU, the system freezes for a 2-3 seconds, and then switched to more powerful GPU.",Best of the best(For its price),True,"Reviewed in the United States on December 6, 2023",5.0 out of 5 stars
B0CRDCXRK2,"I do recommend this laptop; this is a great buy with great performance overall. 16inch may seem big but its quite compact for the features it offers. Silent as promised and runs every game at max at steady 60 fps.The only downside is that for other regions, Asus includes a travel charger and a gaming mouse with the laptop. Would have been great offer to include it on US. (This is the reason I provide 4/5 stars)",Great gaming + work laptop,True,"Reviewed in the United States on December 6, 2023",4.0 out of 5 stars
B0CRDCXRK2,"I hesitated between a 30 series and a 4070, but chose this one for the price, the screen and the newer technology. Performance is great, scored UFO for every benchmark after updating bios. Way above expectations. Am now running cyberpunk with overdrive ray tracing, get 60 fps in most locations with a bit of tweaking (balanced DLLS but almost everything tuned very high). Cools very well. Only downside is the lack of the numpad as shown on the picture. That is false advertising. Shame on Amazon. Otherwise I would have given it 5 stars for the price I paid (1399 usd).",Great performance,True,"Reviewed in the United States on December 6, 2023",4.0 out of 5 stars
B0CRDCXRK2,"I recently purchased the rog strix g16 4060.  It is fast, reliable, and great for gaming and everyday use. It is easy to open up and upgrade the ram and ssd. Opening the laptop involves about 11 screws, with the bottom right screw being captive. I would definitely recommend this for gaming and everyday use. It was delivered on time and came brand new.",Great Laptop,True,"Reviewed in the United States on December 6, 2023",5.0 out of 5 stars
B0CRDCXRK2,Very good device with high quality and high performance.,Best Price,True,"Reviewed in the United States on December 6, 2023",5.0 out of 5 stars
B0CRDCXRK2,"Llegó rápido a pesar de un pequeño retraso de 2 días, muy bien empacado y perfecto, todo acorde a la descripción del producto comprado",Excelente máquina,True,"Reviewed in the United States on December 6, 2023",5.0 out of 5 stars
B0CRDCXRK2,A good budget gaming laptop. Entry level but latest hardware.  Chassis is well built.  The lack of number pad may be an issue for some gamers.  Keyboard is good quality.  The FHD display is quite acceptable at this price and has a thin bezel.  The three fans are quite and do a good job.  Asus customer service is quite responsive.  All in all a well rounded package at a reasonable price.Declaration of interest:  a 90 day warranty extension from ASUS may be granted for writing this review.,well built,True,"Reviewed in the United States on December 6, 2023",4.0 out of 5 stars
B0CRDCXRK2,"La Asus rog strix G16, fue una excelente compra, apenas la abrí me quede maravillado con la calidad del material que fue diseñada, se ve super resistente, es muy bonita, las luces se ven increibles, En el momento de probarla se nota que es una laptop muy potente, la compré especialmente porque estoy cambiando de equipo, acabo de pasar de una Hp Omen con tarjeta de video GTX960 a esta increible laptop con tarjeta de video RTX4060, es un gran cambio. Acabo de instalarle juegos como red dead redemption 2  y programas de edicion de fotos como adobe illustrator, en donde demostró su máximo esplendor, sin paros, a su máxima potencia.",Excelente compra,True,"Reviewed in the United States on July 25, 2023",5.0 out of 5 stars
B0CRDCXRK2,"The laptop have a very good building quality, is fast and powerful, very good if you found it at a good price. The only problem I found was the fans are too loud on turbo mode and the battery isn’t the best when the GPU is use in ultimate",Good overall laptop but,True,"Reviewed in the United States on July 25, 2023",4.0 out of 5 stars
B0CRDCXRK2,"Me agrada lo versátil y rápido de este equipo a pesar que recién lo estoy usando en toda su perfomancia, se ve que promete horas de diversión y trabajo, me hubiera gustado que tenga teclado en español y más memoria SSD..por lo demás todo ok..lo recomiendo está buenazo","Un magnífico equipo..súper poderoso, lo recomiendo",True,"Reviewed in the United States on July 25, 2023",5.0 out of 5 stars
B0CRDCXRK2,"product came quickly and runs smoothly, all games tested run at highest settings with no issues without overheating the gpu. only complaint is the disk size, 1TB should be standard while this was 512gb. Overall major upgrade from what I was previously using so that is no big issue and can be upgraded, plays everything with no problems so I'm happy with the purchase",great computer,True,"Reviewed in the United States on July 25, 2023",4.0 out of 5 stars
B0CRDCXRK2,Laptop performs above expectations. 4060 is a lot more powerful than I thought! Great value for the price. Battery life is decent for web browsing/ light tasks but need to keep the charger close.,Excellent!,True,"Reviewed in the United States on July 25, 2023",5.0 out of 5 stars
B0CRDCXRK2,"Compré este laptop para editar videos para redes sociales, ha tenido un buen rendimiento y renderiza con buenos tiempos. También he jugado algunos videojuegos que demandan muchos recursos como Apex legends, The Finals o Cities Skylines 2 y todos corren bien (jugando sin gráficas en alta)",Muy buena para juegos y edición de video,True,"Reviewed in the United States on July 25, 2023",5.0 out of 5 stars
B0CRDCXRK2,"Excellent and quality, this laptop is not only fast, it has a great design, I am not a professional gamer but for all its components, it has plenty to play and do what you want, very good purchase, I recommend it 100%",Excellent,True,"Reviewed in the United States on July 25, 2023",5.0 out of 5 stars
B0CRDCXRK2,"I'm so frustrated with this seller, the first laptop I purchased from them was the 2024 model with the 4060 graphics card, i7 processor, well the laptop arrived, but anytime I turned it on or opened it up, it would take 15-20 minutes for the screen to actually turn on so that I could use it. After several days of trying everything I could think of and everything support suggested to fix it, I decided to return it and get a different one.No cue my real anger, after the replacement arrived, which was sent via UPS and was a hassle to get, I open the box, boot up the laptop, and immediately notice that this replacement looks different and has different amounts of USB ports, HDMI ports, etc, so after I pull up the about info, they sent me a laptop with a 3060, not the 4060 one I paid for, and with a worse processor, smaller SSD, everything was worse. So now I'm initiating a second return.All this to say buyer beware, don't make the same expensive mistake I did. Stay away from this seller.",Please read this review before purchasing,True,"Reviewed in the United States on July 25, 2023",1.0 out of 5 stars
B0CRDCXRK2,"La estoy utilizando para la universidad y jugar ocasionalmente, me sorprendio la duracion de la bateria para ver videos y hacer ofimatica en comparacion con mi anterior Predator Helios 300 modelo 2018, en verdad es pesada pero si llegas a comprarla ya debes de estar consiente de ello. No me gusta que cada vez que desconecto o conecto el cargador se apague la pantalla (milesegundos) y que no tenga  pad numerico de verdad hace falta (en mi caso).",Excelente precio calidad,True,"Reviewed in the United States on July 25, 2023",5.0 out of 5 stars
B0CRDCXRK2,Great investment. It runs latest generation game flawelesly,Nice laptop,True,"Reviewed in the United States on July 25, 2023",5.0 out of 5 stars
